"Ma","T","U:0","U:1","U:2","ddt0(rho)","ddt0(rho,K)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddt0(rho,e)","ddt0(thermo:psi,p)","ddtCorrDdt0(rho,U):0","ddtCorrDdt0(rho,U):1","ddtCorrDdt0(rho,U):2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.3745,392.26,531.31,129.06,1.038e-17,4.1856e-08,-0.024609,-3.1982e-05,-8.7311e-06,6.3609e-24,0.013294,4.1856e-08,-3.1982e-05,-8.7311e-06,6.3609e-24,2.2541e+05,1.9974,1,0.25086,0.742,0.066066,1
1.3744,392.27,531.3,129.08,1.038e-17,4.0765e-08,-0.024818,-3.2637e-05,-8.9098e-06,6.3609e-24,0.013253,4.0765e-08,-3.2637e-05,-8.9098e-06,6.3609e-24,2.2541e+05,1.9973,1,0.25189,0.743,0.066339,1
1.3744,392.28,531.29,129.1,1.038e-17,3.9675e-08,-0.025026,-3.3292e-05,-9.0886e-06,6.3609e-24,0.013213,3.9675e-08,-3.3292e-05,-9.0886e-06,6.3609e-24,2.2541e+05,1.9973,1,0.25293,0.744,0.066612,1
1.3744,392.28,531.28,129.12,1.038e-17,3.8585e-08,-0.025234,-3.3946e-05,-9.2673e-06,6.3609e-24,0.013172,3.8585e-08,-3.3946e-05,-9.2673e-06,6.3609e-24,2.2542e+05,1.9973,1,0.25397,0.745,0.066885,1
1.3744,392.29,531.26,129.14,1.0382e-17,3.7177e-08,-0.025474,-3.474e-05,-9.4839e-06,6.9459e-24,0.013101,3.7177e-08,-3.474e-05,-9.4839e-06,6.9459e-24,2.2543e+05,1.9974,1,0.255,0.746,0.067158,1
1.3743,392.3,531.25,129.17,1.0383e-17,3.5645e-08,-0.025726,-3.5589e-05,-9.7156e-06,7.7619e-24,0.013017,3.5645e-08,-3.5589e-05,-9.7156e-06,7.7619e-24,2.2544e+05,1.9974,1,0.25604,0.747,0.067431,1
1.3743,392.31,531.23,129.19,1.0385e-17,3.4112e-08,-0.025979,-3.6438e-05,-9.9473e-06,8.5778e-24,0.012934,3.4112e-08,-3.6438e-05,-9.9473e-06,8.5778e-24,2.2545e+05,1.9975,1,0.25708,0.748,0.067704,1
1.3742,392.31,531.21,129.21,1.0387e-17,3.258e-08,-0.026231,-3.7287e-05,-1.0179e-05,9.3938e-24,0.01285,3.258e-08,-3.7287e-05,-1.0179e-05,9.3938e-24,2.2546e+05,1.9976,1,0.25811,0.749,0.067977,1
1.3742,392.32,531.2,129.24,1.0389e-17,3.1047e-08,-0.026483,-3.8135e-05,-1.0411e-05,1.021e-23,0.012767,3.1047e-08,-3.8135e-05,-1.0411e-05,1.021e-23,2.2547e+05,1.9976,1,0.25915,0.75,0.06825,1
1.3742,392.33,531.18,129.26,1.0391e-17,2.9514e-08,-0.026735,-3.8984e-05,-1.0642e-05,1.1026e-23,0.012684,2.9514e-08,-3.8984e-05,-1.0642e-05,1.1026e-23,2.2548e+05,1.9977,1,0.26019,0.751,0.068523,1
1.3741,392.34,531.16,129.29,1.0393e-17,2.7982e-08,-0.026987,-3.9833e-05,-1.0874e-05,1.1842e-23,0.0126,2.7982e-08,-3.9833e-05,-1.0874e-05,1.1842e-23,2.2549e+05,1.9977,1,0.26122,0.752,0.068796,1
1.3741,392.34,531.15,129.31,1.0395e-17,2.6449e-08,-0.02724,-4.0682e-05,-1.1106e-05,1.2658e-23,0.012517,2.6449e-08,-4.0682e-05,-1.1106e-05,1.2658e-23,2.255e+05,1.9978,1,0.26226,0.753,0.069069,1
1.3741,392.35,531.13,129.33,1.0397e-17,2.4917e-08,-0.027492,-4.1531e-05,-1.1337e-05,1.3473e-23,0.012434,2.4917e-08,-4.1531e-05,-1.1337e-05,1.3473e-23,2.2551e+05,1.9978,1,0.2633,0.754,0.069342,1
1.374,392.36,531.11,129.36,1.0399e-17,2.3384e-08,-0.027744,-4.2379e-05,-1.1569e-05,1.4289e-23,0.01235,2.3384e-08,-4.2379e-05,-1.1569e-05,1.4289e-23,2.2553e+05,1.9979,1,0.26433,0.755,0.069615,1
1.374,392.37,531.1,129.38,1.0401e-17,2.1852e-08,-0.027996,-4.3228e-05,-1.18e-05,1.5105e-23,0.012267,2.1852e-08,-4.3228e-05,-1.18e-05,1.5105e-23,2.2554e+05,1.998,1,0.26537,0.756,0.069888,1
1.3739,392.38,531.08,129.4,1.0403e-17,2.0319e-08,-0.028248,-4.4077e-05,-1.2032e-05,1.5921e-23,0.012184,2.0319e-08,-4.4077e-05,-1.2032e-05,1.5921e-23,2.2555e+05,1.998,1,0.2664,0.757,0.070161,1
1.3739,392.38,531.07,129.43,1.0405e-17,1.8786e-08,-0.0285,-4.4926e-05,-1.2264e-05,1.6737e-23,0.0121,1.8786e-08,-4.4926e-05,-1.2264e-05,1.6737e-23,2.2556e+05,1.9981,1,0.26744,0.758,0.070434,1
1.3739,392.39,531.05,129.45,1.0407e-17,1.7254e-08,-0.028753,-4.5775e-05,-1.2495e-05,1.7553e-23,0.012017,1.7254e-08,-4.5775e-05,-1.2495e-05,1.7553e-23,2.2557e+05,1.9981,1,0.26848,0.759,0.070707,1
1.3738,392.4,531.03,129.47,1.0409e-17,1.5721e-08,-0.029005,-4.6623e-05,-1.2727e-05,1.8369e-23,0.011934,1.5721e-08,-4.6623e-05,-1.2727e-05,1.8369e-23,2.2558e+05,1.9982,1,0.26951,0.76,0.07098,1
1.3738,392.41,531.02,129.5,1.0411e-17,1.4189e-08,-0.029257,-4.7472e-05,-1.2959e-05,1.9185e-23,0.01185,1.4189e-08,-4.7472e-05,-1.2959e-05,1.9185e-23,2.2559e+05,1.9982,1,0.27055,0.761,0.071253,1
1.3738,392.41,531,129.52,1.0413e-17,1.2656e-08,-0.029509,-4.8321e-05,-1.319e-05,2.0001e-23,0.011767,1.2656e-08,-4.8321e-05,-1.319e-05,2.0001e-23,2.256e+05,1.9983,1,0.27159,0.762,0.071526,1
1.3737,392.42,530.98,129.55,1.0415e-17,1.1123e-08,-0.029761,-4.917e-05,-1.3422e-05,2.0817e-23,0.011684,1.1123e-08,-4.917e-05,-1.3422e-05,2.0817e-23,2.2561e+05,1.9984,1,0.27262,0.763,0.071799,1
1.3737,392.43,530.97,129.57,1.0417e-17,9.5909e-09,-0.030014,-5.0019e-05,-1.3654e-05,2.1633e-23,0.0116,9.5909e-09,-5.0019e-05,-1.3654e-05,2.1633e-23,2.2562e+05,1.9984,1,0.27366,0.764,0.072072,1
1.3736,392.44,530.95,129.6,1.0417e-17,7.5044e-09,-0.030333,-5.1132e-05,-1.3958e-05,2.1756e-23,0.011495,7.5044e-09,-5.1132e-05,-1.3958e-05,2.1756e-23,2.2564e+05,1.9985,1,0.2747,0.765,0.072345,1
1.3736,392.44,530.93,129.62,1.0417e-17,5.3193e-09,-0.030664,-5.2293e-05,-1.4275e-05,2.1756e-23,0.011385,5.3193e-09,-5.2293e-05,-1.4275e-05,2.1756e-23,2.2565e+05,1.9986,1,0.27573,0.766,0.072618,1
1.3736,392.45,530.92,129.65,1.0417e-17,3.134e-09,-0.030996,-5.3454e-05,-1.4592e-05,2.1756e-23,0.011275,3.134e-09,-5.3454e-05,-1.4592e-05,2.1756e-23,2.2566e+05,1.9986,1,0.27677,0.767,0.072891,1
1.3735,392.46,530.9,129.67,1.0417e-17,9.4904e-10,-0.031327,-5.4615e-05,-1.4909e-05,2.1756e-23,0.011166,9.4904e-10,-5.4615e-05,-1.4909e-05,2.1756e-23,2.2567e+05,1.9987,1,0.27781,0.768,0.073164,1
1.3735,392.46,530.88,129.7,1.0417e-17,-1.236e-09,-0.031659,-5.5776e-05,-1.5226e-05,2.1756e-23,0.011056,-1.236e-09,-5.5776e-05,-1.5226e-05,2.1756e-23,2.2568e+05,1.9988,1,0.27884,0.769,0.073437,1
1.3735,392.47,530.87,129.73,1.0417e-17,-3.421e-09,-0.03199,-5.6936e-05,-1.5543e-05,2.1756e-23,0.010947,-3.421e-09,-5.6936e-05,-1.5543e-05,2.1756e-23,2.2569e+05,1.9988,1,0.27988,0.77,0.07371,1
1.3734,392.48,530.85,129.75,1.0417e-17,-5.6063e-09,-0.032322,-5.8097e-05,-1.586e-05,2.1756e-23,0.010837,-5.6063e-09,-5.8097e-05,-1.586e-05,2.1756e-23,2.2571e+05,1.9989,1,0.28092,0.771,0.073983,1
1.3734,392.48,530.83,129.78,1.0417e-17,-7.7913e-09,-0.032653,-5.9258e-05,-1.6177e-05,2.1756e-23,0.010728,-7.7913e-09,-5.9258e-05,-1.6177e-05,2.1756e-23,2.2572e+05,1.999,1,0.28195,0.772,0.074256,1
1.3734,392.49,530.82,129.81,1.0417e-17,-9.9763e-09,-0.032984,-6.0419e-05,-1.6493e-05,2.1756e-23,0.010618,-9.9763e-09,-6.0419e-05,-1.6493e-05,2.1756e-23,2.2573e+05,1.9991,1,0.28299,0.773,0.074529,1
1.3733,392.5,530.8,129.83,1.0417e-17,-1.2161e-08,-0.033316,-6.158e-05,-1.681e-05,2.1756e-23,0.010509,-1.2161e-08,-6.158e-05,-1.681e-05,2.1756e-23,2.2574e+05,1.9991,1,0.28403,0.774,0.074802,1
1.3733,392.5,530.78,129.86,1.0417e-17,-1.4346e-08,-0.033647,-6.2741e-05,-1.7127e-05,2.1756e-23,0.010399,-1.4346e-08,-6.2741e-05,-1.7127e-05,2.1756e-23,2.2575e+05,1.9992,1,0.28506,0.775,0.075075,1
1.3733,392.51,530.77,129.89,1.0417e-17,-1.6532e-08,-0.033979,-6.3902e-05,-1.7444e-05,2.1756e-23,0.010289,-1.6532e-08,-6.3902e-05,-1.7444e-05,2.1756e-23,2.2577e+05,1.9993,1,0.2861,0.776,0.075348,1
1.3732,392.52,530.75,129.91,1.0417e-17,-1.8717e-08,-0.03431,-6.5062e-05,-1.7761e-05,2.1756e-23,0.01018,-1.8717e-08,-6.5062e-05,-1.7761e-05,2.1756e-23,2.2578e+05,1.9993,1,0.28714,0.777,0.075621,1
1.3732,392.52,530.73,129.94,1.0417e-17,-2.0902e-08,-0.034641,-6.6223e-05,-1.8078e-05,2.1756e-23,0.01007,-2.0902e-08,-6.6223e-05,-1.8078e-05,2.1756e-23,2.2579e+05,1.9994,1,0.28817,0.778,0.075894,1
1.3732,392.53,530.72,129.97,1.0417e-17,-2.3087e-08,-0.034973,-6.7384e-05,-1.8395e-05,2.1756e-23,0.0099608,-2.3087e-08,-6.7384e-05,-1.8395e-05,2.1756e-23,2.258e+05,1.9995,1,0.28921,0.779,0.076167,1
1.3731,392.54,530.7,129.99,1.0417e-17,-2.5272e-08,-0.035304,-6.8545e-05,-1.8712e-05,2.1756e-23,0.0098513,-2.5272e-08,-6.8545e-05,-1.8712e-05,2.1756e-23,2.2581e+05,1.9996,1,0.29025,0.78,0.07644,1
1.3731,392.54,530.68,130.02,1.0417e-17,-2.7457e-08,-0.035636,-6.9706e-05,-1.9029e-05,2.1756e-23,0.0097417,-2.7457e-08,-6.9706e-05,-1.9029e-05,2.1756e-23,2.2583e+05,1.9996,1,0.29128,0.781,0.076713,1
1.3731,392.55,530.67,130.04,1.0417e-17,-2.9642e-08,-0.035967,-7.0867e-05,-1.9346e-05,2.1756e-23,0.0096321,-2.9642e-08,-7.0867e-05,-1.9346e-05,2.1756e-23,2.2584e+05,1.9997,1,0.29232,0.782,0.076986,1
1.373,392.56,530.65,130.07,1.0417e-17,-3.1827e-08,-0.036298,-7.2027e-05,-1.9663e-05,2.1756e-23,0.0095226,-3.1827e-08,-7.2027e-05,-1.9663e-05,2.1756e-23,2.2585e+05,1.9998,1,0.29336,0.783,0.077259,1
1.373,392.56,530.64,130.1,9.3301e-18,-3.4823e-08,-0.036722,-7.3565e-05,-2.0083e-05,1.8631e-23,0.0093756,-3.4823e-08,-7.3565e-05,-2.0083e-05,1.8631e-23,2.2586e+05,1.9998,1,0.29439,0.784,0.077532,1
1.373,392.57,530.62,130.13,8.222e-18,-3.7835e-08,-0.037147,-7.5109e-05,-2.0505e-05,1.5445e-23,0.0092279,-3.7835e-08,-7.5109e-05,-2.0505e-05,1.5445e-23,2.2587e+05,1.9999,1,0.29543,0.785,0.077805,1
1.373,392.57,530.61,130.15,7.114e-18,-4.0846e-08,-0.037572,-7.6653e-05,-2.0926e-05,1.2259e-23,0.0090802,-4.0846e-08,-7.6653e-05,-2.0926e-05,1.2259e-23,2.2588e+05,1.9999,1,0.29647,0.786,0.078078,1
1.3729,392.58,530.59,130.18,6.006e-18,-4.3858e-08,-0.037996,-7.8198e-05,-2.1348e-05,9.0739e-24,0.0089325,-4.3858e-08,-7.8198e-05,-2.1348e-05,9.0739e-24,2.2589e+05,2,1,0.2975,0.787,0.078351,1
1.3729,392.58,530.58,130.21,4.8979e-18,-4.687e-08,-0.038421,-7.9742e-05,-2.177e-05,5.8883e-24,0.0087848,-4.687e-08,-7.9742e-05,-2.177e-05,5.8883e-24,2.259e+05,2.0001,1,0.29854,0.788,0.078624,1
1.3729,392.59,530.56,130.23,3.7899e-18,-4.9881e-08,-0.038846,-8.1287e-05,-2.2191e-05,2.7028e-24,0.0086371,-4.9881e-08,-8.1287e-05,-2.2191e-05,2.7028e-24,2.2591e+05,2.0001,1,0.29958,0.789,0.078897,1
1.3729,392.59,530.55,130.26,2.6818e-18,-5.2893e-08,-0.039271,-8.2831e-05,-2.2613e-05,-4.8295e-25,0.0084894,-5.2893e-08,-8.2831e-05,-2.2613e-05,-4.8295e-25,2.2592e+05,2.0002,1,0.30061,0.79,0.07917,1
1.3728,392.59,530.54,130.29,1.5738e-18,-5.5905e-08,-0.039696,-8.4375e-05,-2.3035e-05,-3.6685e-24,0.0083417,-5.5905e-08,-8.4375e-05,-2.3035e-05,-3.6685e-24,2.2593e+05,2.0002,1,0.30165,0.791,0.079443,1
1.3728,392.6,530.52,130.32,4.6577e-19,-5.8916e-08,-0.040121,-8.592e-05,-2.3457e-05,-6.854e-24,0.008194,-5.8916e-08,-8.592e-05,-2.3457e-05,-6.854e-24,2.2593e+05,2.0003,1,0.30269,0.792,0.079716,1
1.3728,392.6,530.51,130.34,-6.4225e-19,-6.1928e-08,-0.040546,-8.7464e-05,-2.3878e-05,-1.004e-23,0.0080463,-6.1928e-08,-8.7464e-05,-2.3878e-05,-1.004e-23,2.2594e+05,2.0004,1,0.30372,0.793,0.079989,1
1.3728,392.61,530.49,130.37,-1.7503e-18,-6.494e-08,-0.040971,-8.9009e-05,-2.43e-05,-1.3225e-23,0.0078986,-6.494e-08,-8.9009e-05,-2.43e-05,-1.3225e-23,2.2595e+05,2.0004,1,0.30476,0.794,0.080262,1
1.3727,392.61,530.48,130.4,-2.8584e-18,-6.7952e-08,-0.041396,-9.0553e-05,-2.4722e-05,-1.6411e-23,0.0077509,-6.7952e-08,-9.0553e-05,-2.4722e-05,-1.6411e-23,2.2596e+05,2.0005,1,0.3058,0.795,0.080535,1
1.3727,392.62,530.46,130.42,-3.9664e-18,-7.0963e-08,-0.041821,-9.2097e-05,-2.5143e-05,-1.9596e-23,0.0076032,-7.0963e-08,-9.2097e-05,-2.5143e-05,-1.9596e-23,2.2597e+05,2.0005,1,0.30683,0.796,0.080808,1
1.3727,392.62,530.45,130.45,-5.0744e-18,-7.3975e-08,-0.042246,-9.3642e-05,-2.5565e-05,-2.2782e-23,0.0074555,-7.3975e-08,-9.3642e-05,-2.5565e-05,-2.2782e-23,2.2598e+05,2.0006,1,0.30787,0.797,0.081081,1
1.3727,392.63,530.44,130.48,-6.1824e-18,-7.6986e-08,-0.042671,-9.5186e-05,-2.5987e-05,-2.5967e-23,0.0073078,-7.6986e-08,-9.5186e-05,-2.5987e-05,-2.5967e-23,2.2599e+05,2.0007,1,0.30891,0.798,0.081354,1
1.3726,392.63,530.42,130.51,-7.2905e-18,-7.9998e-08,-0.043096,-9.6731e-05,-2.6409e-05,-2.9153e-23,0.0071601,-7.9998e-08,-9.6731e-05,-2.6409e-05,-2.9153e-23,2.26e+05,2.0007,1,0.30994,0.799,0.081627,1
1.3726,392.64,530.41,130.53,-8.3986e-18,-8.301e-08,-0.043521,-9.8275e-05,-2.683e-05,-3.2339e-23,0.0070124,-8.301e-08,-9.8275e-05,-2.683e-05,-3.2339e-23,2.2601e+05,2.0008,1,0.31098,0.8,0.0819,1
1.3726,392.64,530.39,130.56,-9.5066e-18,-8.6022e-08,-0.043946,-9.9819e-05,-2.7252e-05,-3.5524e-23,0.0068647,-8.6022e-08,-9.9819e-05,-2.7252e-05,-3.5524e-23,2.2602e+05,2.0008,1,0.31202,0.801,0.082173,1
1.3726,392.65,530.38,130.59,-1.0552e-17,-8.9155e-08,-0.044383,-0.00010142,-2.7688e-05,-3.8761e-23,0.0067107,-8.9155e-08,-0.00010142,-2.7688e-05,-3.8761e-23,2.2603e+05,2.0009,1,0.31305,0.802,0.082446,1
1.3725,392.65,530.37,130.61,-1.1108e-17,-9.3242e-08,-0.04492,-0.00010344,-2.8241e-05,-4.2403e-23,0.0065073,-9.3242e-08,-0.00010344,-2.8241e-05,-4.2403e-23,2.2604e+05,2.0009,1,0.31409,0.803,0.082719,1
1.3725,392.65,530.36,130.64,-1.1663e-17,-9.733e-08,-0.045456,-0.00010547,-2.8794e-05,-4.6046e-23,0.006304,-9.733e-08,-0.00010547,-2.8794e-05,-4.6046e-23,2.2604e+05,2.001,1,0.31512,0.804,0.082992,1
1.3725,392.66,530.35,130.67,-1.2219e-17,-1.0142e-07,-0.045993,-0.00010749,-2.9347e-05,-4.9688e-23,0.0061006,-1.0142e-07,-0.00010749,-2.9347e-05,-4.9688e-23,2.2605e+05,2.001,1,0.31616,0.805,0.083265,1
1.3725,392.66,530.33,130.69,-1.2775e-17,-1.055e-07,-0.04653,-0.00010952,-2.99e-05,-5.3329e-23,0.0058972,-1.055e-07,-0.00010952,-2.99e-05,-5.3329e-23,2.2605e+05,2.0011,1,0.3172,0.806,0.083538,1
1.3725,392.66,530.32,130.72,-1.333e-17,-1.0959e-07,-0.047066,-0.00011155,-3.0453e-05,-5.6971e-23,0.0056939,-1.0959e-07,-0.00011155,-3.0453e-05,-5.6971e-23,2.2606e+05,2.0011,1,0.31823,0.807,0.083811,1
1.3725,392.67,530.31,130.75,-1.3886e-17,-1.1368e-07,-0.047603,-0.00011357,-3.1006e-05,-6.0614e-23,0.0054905,-1.1368e-07,-0.00011357,-3.1006e-05,-6.0614e-23,2.2607e+05,2.0011,1,0.31927,0.808,0.084084,1
1.3725,392.67,530.3,130.77,-1.4441e-17,-1.1777e-07,-0.048139,-0.0001156,-3.1559e-05,-6.4256e-23,0.0052871,-1.1777e-07,-0.0001156,-3.1559e-05,-6.4256e-23,2.2607e+05,2.0012,1,0.32031,0.809,0.084357,1
1.3724,392.67,530.29,130.8,-1.4997e-17,-1.2185e-07,-0.048676,-0.00011762,-3.2112e-05,-6.7898e-23,0.0050837,-1.2185e-07,-0.00011762,-3.2112e-05,-6.7898e-23,2.2608e+05,2.0012,1,0.32134,0.81,0.08463,1
1.3724,392.67,530.28,130.83,-1.5553e-17,-1.2594e-07,-0.049212,-0.00011965,-3.2665e-05,-7.1539e-23,0.0048804,-1.2594e-07,-0.00011965,-3.2665e-05,-7.1539e-23,2.2608e+05,2.0012,1,0.32238,0.811,0.084903,1
1.3724,392.68,530.27,130.85,-1.6108e-17,-1.3003e-07,-0.049749,-0.00012167,-3.3218e-05,-7.5181e-23,0.004677,-1.3003e-07,-0.00012167,-3.3218e-05,-7.5181e-23,2.2609e+05,2.0013,1,0.32342,0.812,0.085176,1
1.3724,392.68,530.26,130.88,-1.6664e-17,-1.3412e-07,-0.050285,-0.0001237,-3.3771e-05,-7.8824e-23,0.0044736,-1.3412e-07,-0.0001237,-3.3771e-05,-7.8824e-23,2.261e+05,2.0013,1,0.32445,0.813,0.085449,1
1.3724,392.68,530.25,130.9,-1.722e-17,-1.382e-07,-0.050822,-0.00012572,-3.4324e-05,-8.2466e-23,0.0042702,-1.382e-07,-0.00012572,-3.4324e-05,-8.2466e-23,2.261e+05,2.0014,1,0.32549,0.814,0.085722,1
1.3724,392.69,530.24,130.93,-1.7775e-17,-1.4229e-07,-0.051359,-0.00012775,-3.4877e-05,-8.6108e-23,0.0040669,-1.4229e-07,-0.00012775,-3.4877e-05,-8.6108e-23,2.2611e+05,2.0014,1,0.32653,0.815,0.085995,1
1.3723,392.69,530.22,130.96,-1.8331e-17,-1.4638e-07,-0.051895,-0.00012978,-3.543e-05,-8.9749e-23,0.0038635,-1.4638e-07,-0.00012978,-3.543e-05,-8.9749e-23,2.2611e+05,2.0014,1,0.32756,0.816,0.086268,1
1.3723,392.69,530.21,130.98,-1.8886e-17,-1.5047e-07,-0.052432,-0.0001318,-3.5983e-05,-9.3391e-23,0.0036601,-1.5047e-07,-0.0001318,-3.5983e-05,-9.3391e-23,2.2612e+05,2.0015,1,0.3286,0.817,0.086541,1
1.3723,392.7,530.2,131.01,-1.9442e-17,-1.5455e-07,-0.052968,-0.00013383,-3.6536e-05,-9.7034e-23,0.0034568,-1.5455e-07,-0.00013383,-3.6536e-05,-9.7034e-23,2.2613e+05,2.0015,1,0.32964,0.818,0.086814,1
1.3723,392.7,530.19,131.04,-1.9998e-17,-1.5864e-07,-0.053505,-0.00013585,-3.7089e-05,-1.0068e-22,0.0032534,-1.5864e-07,-0.00013585,-3.7089e-05,-1.0068e-22,2.2613e+05,2.0015,1,0.33067,0.819,0.087087,1
1.3723,392.7,530.18,131.06,-2.0553e-17,-1.6273e-07,-0.054041,-0.00013788,-3.7642e-05,-1.0432e-22,0.00305,-1.6273e-07,-0.00013788,-3.7642e-05,-1.0432e-22,2.2614e+05,2.0016,1,0.33171,0.82,0.08736,1
1.3723,392.7,530.17,131.09,-2.0836e-17,-1.6717e-07,-0.054611,-0.00014006,-3.8236e-05,-1.0657e-22,0.0028261,-1.6717e-07,-0.00014006,-3.8236e-05,-1.0657e-22,2.2614e+05,2.0016,1,0.33275,0.821,0.087633,1
1.3723,392.71,530.16,131.11,-2.028e-17,-1.7271e-07,-0.055282,-0.0001427,-3.8958e-05,-1.0454e-22,0.0025391,-1.7271e-07,-0.0001427,-3.8958e-05,-1.0454e-22,2.2615e+05,2.0016,1,0.33378,0.822,0.087906,1
1.3723,392.71,530.15,131.14,-1.9724e-17,-1.7824e-07,-0.055952,-0.00014534,-3.968e-05,-1.025e-22,0.0022521,-1.7824e-07,-0.00014534,-3.968e-05,-1.025e-22,2.2615e+05,2.0016,1,0.33482,0.823,0.088179,1
1.3723,392.71,530.15,131.16,-1.9168e-17,-1.8377e-07,-0.056623,-0.00014799,-4.0402e-05,-1.0047e-22,0.0019651,-1.8377e-07,-0.00014799,-4.0402e-05,-1.0047e-22,2.2615e+05,2.0017,1,0.33586,0.824,0.088452,1
1.3723,392.71,530.14,131.19,-1.8612e-17,-1.893e-07,-0.057293,-0.00015063,-4.1124e-05,-9.8438e-23,0.0016781,-1.893e-07,-0.00015063,-4.1124e-05,-9.8438e-23,2.2615e+05,2.0017,1,0.33689,0.825,0.088725,1
1.3722,392.71,530.13,131.21,-1.8057e-17,-1.9484e-07,-0.057964,-0.00015328,-4.1845e-05,-9.6405e-23,0.0013911,-1.9484e-07,-0.00015328,-4.1845e-05,-9.6405e-23,2.2616e+05,2.0017,1,0.33793,0.826,0.088998,1
1.3722,392.71,530.12,131.24,-1.7501e-17,-2.0037e-07,-0.058635,-0.00015592,-4.2567e-05,-9.4373e-23,0.0011041,-2.0037e-07,-0.00015592,-4.2567e-05,-9.4373e-23,2.2616e+05,2.0017,1,0.33897,0.827,0.089271,1
1.3722,392.71,530.11,131.26,-1.6945e-17,-2.0591e-07,-0.059305,-0.00015857,-4.3289e-05,-9.234e-23,0.00081711,-2.0591e-07,-0.00015857,-4.3289e-05,-9.234e-23,2.2616e+05,2.0017,1,0.34,0.828,0.089544,1
1.3722,392.72,530.11,131.29,-1.6389e-17,-2.1144e-07,-0.059976,-0.00016121,-4.4011e-05,-9.0308e-23,0.00053012,-2.1144e-07,-0.00016121,-4.4011e-05,-9.0308e-23,2.2616e+05,2.0017,1,0.34104,0.829,0.089817,1
1.3722,392.72,530.1,131.31,-1.5833e-17,-2.1697e-07,-0.060646,-0.00016385,-4.4733e-05,-8.8275e-23,0.00024312,-2.1697e-07,-0.00016385,-4.4733e-05,-8.8275e-23,2.2617e+05,2.0018,1,0.34208,0.83,0.09009,1
1.3722,392.72,530.09,131.33,-1.5277e-17,-2.225e-07,-0.061317,-0.0001665,-4.5455e-05,-8.6243e-23,-4.3874e-05,-2.225e-07,-0.0001665,-4.5455e-05,-8.6243e-23,2.2617e+05,2.0018,1,0.34311,0.831,0.090363,1
1.3722,392.72,530.08,131.36,-1.4721e-17,-2.2804e-07,-0.061988,-0.00016914,-4.6177e-05,-8.421e-23,-0.00033091,-2.2804e-07,-0.00016914,-4.6177e-05,-8.421e-23,2.2617e+05,2.0018,1,0.34415,0.832,0.090636,1
1.3722,392.72,530.08,131.38,-1.4165e-17,-2.3357e-07,-0.062658,-0.00017179,-4.6899e-05,-8.2178e-23,-0.0006179,-2.3357e-07,-0.00017179,-4.6899e-05,-8.2178e-23,2.2618e+05,2.0018,1,0.34519,0.833,0.090909,1
1.3722,392.72,530.07,131.41,-1.3609e-17,-2.391e-07,-0.063329,-0.00017443,-4.762e-05,-8.0145e-23,-0.0009049,-2.391e-07,-0.00017443,-4.762e-05,-8.0145e-23,2.2618e+05,2.0018,1,0.34622,0.834,0.091182,1
1.3722,392.73,530.06,131.43,-1.3053e-17,-2.4464e-07,-0.063999,-0.00017708,-4.8342e-05,-7.8113e-23,-0.0011919,-2.4464e-07,-0.00017708,-4.8342e-05,-7.8113e-23,2.2618e+05,2.0018,1,0.34726,0.835,0.091455,1
1.3722,392.73,530.05,131.46,-1.2497e-17,-2.5017e-07,-0.06467,-0.00017972,-4.9064e-05,-7.608e-23,-0.0014789,-2.5017e-07,-0.00017972,-4.9064e-05,-7.608e-23,2.2618e+05,2.0019,1,0.3483,0.836,0.091728,1
1.3722,392.73,530.04,131.48,-1.1941e-17,-2.557e-07,-0.065341,-0.00018237,-4.9786e-05,-7.4048e-23,-0.0017659,-2.557e-07,-0.00018237,-4.9786e-05,-7.4048e-23,2.2619e+05,2.0019,1,0.34933,0.837,0.092001,1
1.3722,392.73,530.04,131.51,-1.1385e-17,-2.6124e-07,-0.066011,-0.00018501,-5.0508e-05,-7.2015e-23,-0.0020529,-2.6124e-07,-0.00018501,-5.0508e-05,-7.2015e-23,2.2619e+05,2.0019,1,0.35037,0.838,0.092274,1
1.3722,392.73,530.03,131.53,-1.0829e-17,-2.6677e-07,-0.066682,-0.00018765,-5.123e-05,-6.9983e-23,-0.0023399,-2.6677e-07,-0.00018765,-5.123e-05,-6.9983e-23,2.2619e+05,2.0019,1,0.35141,0.839,0.092547,1
1.3722,392.73,530.02,131.55,-1.0274e-17,-2.7306e-07,-0.067413,-0.00019061,-5.2036e-05,-6.7343e-23,-0.0026763,-2.7306e-07,-0.00019061,-5.2036e-05,-6.7343e-23,2.2619e+05,2.0019,1,0.35244,0.84,0.09282,1
1.3722,392.73,530.02,131.58,-9.718e-18,-2.8061e-07,-0.068244,-0.00019407,-5.298e-05,-6.3701e-23,-0.0030943,-2.8061e-07,-0.00019407,-5.298e-05,-6.3701e-23,2.2619e+05,2.0019,1,0.35348,0.841,0.093093,1
1.3722,392.73,530.01,131.6,-9.1624e-18,-2.8816e-07,-0.069074,-0.00019753,-5.3925e-05,-6.0059e-23,-0.0035122,-2.8816e-07,-0.00019753,-5.3925e-05,-6.0059e-23,2.2619e+05,2.0019,1,0.35452,0.842,0.093366,1
